venue_name,category,lat,lng,origin_district
CasaCor Callao,Public Art,-12.060004240041874,-77.14728163059306,CALLAO
Casa Fugaz,Art Gallery,-12.06014460452217,-77.14733549167552,CALLAO
Fortaleza del Real Felipe,Monument / Landmark,-12.062061632203783,-77.1480585345288,CALLAO
Cabos Restaurante de Puerto,Seafood Restaurant,-12.060281594660223,-77.15010469466067,CALLAO
Panadería Olcese,Bakery,-12.061041182760903,-77.143543995726,CALLAO
Monumental Callao,Art Gallery,-12.059838545509397,-77.14709043502806,CALLAO
Restaurante Mateos,Peruvian Restaurant,-12.059509449061304,-77.14668307428592,CALLAO
Se Salió El Pollo,Fried Chicken Joint,-12.064359245437513,-77.15198755262331,CALLAO
Museo de Sitio - Submarino Abtao,Boat or Ferry,-12.060530125134436,-77.15053479042334,CALLAO
Plaza Miguel Grau,Plaza,-12.059439626038735,-77.14847983626315,CALLAO
Leonardo La Peluqueria,Salon / Barbershop,-12.067652734314803,-77.15898394830646,CALLAO
La Perla de los jugos - Mercado Callao,Juice Bar,-12.060956696569283,-77.1388328180071,CALLAO
Chucuito Beach,Beach,-12.064698470289628,-77.15132217972265,CALLAO
Playa VIP - La Punta,Beach,-12.070041869858242,-77.1639347076416,CALLAO
La ventanita del medio,Gastropub,-12.063725859414838,-77.15355780936221,CALLAO
Malecón de La Punta,Scenic Lookout,-12.073700479549444,-77.16439271626956,CALLAO
La Cafeteria,Café,-12.07046622450526,-77.16204739984651,CALLAO
Plaza de Armas de La Punta,Plaza,-12.07261078772987,-77.16396585420229,CALLAO
Chifa El Osito,Chinese Restaurant,-12.059813310336116,-77.13537184041824,CALLAO
Francesco,Seafood Restaurant,-12.058225068201242,-77.1305948577072,CALLAO
Coliseo Fortunatto Marotta - La Punta,Stadium,-12.07294758746471,-77.16163271849916,CALLAO
Panadería Panarello,Bakery,-12.070540888400684,-77.1620159249957,CALLAO
La Caleta de la Punta,Pier,-12.074177277408822,-77.164625107155,CALLAO
El Mirador,Seafood Restaurant,-12.070998517133225,-77.1659515883269,CALLAO
Playa Cantolao,Beach,-12.069745988635388,-77.16406695325135,CALLAO
Lemons gym,Gym,-12.059704937717912,-77.13371579402336,CALLAO
Teatro Municipal del Callao,Theater,-12.06294043371065,-77.1449618803142,CALLAO
Don Giuseppe Cebicheria,Seafood Restaurant,-12.073576705631654,-77.16453264073432,CALLAO
Mateo,Seafood Restaurant,-12.063872916111755,-77.1445420113226,CALLAO
Deli Bakery,Bakery,-12.07268708123061,-77.16332126208903,CALLAO
Maguila,Peruvian Restaurant,-12.065729009578025,-77.15304757116719,CALLAO
Museo Naval del Callao,History Museum,-12.06019777121553,-77.14876070325896,CALLAO
Restaurant Rovira,Peruvian Restaurant,-12.060076037766402,-77.14813717759871,CALLAO
Norky's,Fried Chicken Joint,-12.060183990924322,-77.13973330699653,CALLAO
Plaza de Armas de Bellavista,Plaza,-12.062412327816322,-77.12874843603193,CALLAO
Rana Verde,Seafood Restaurant,-12.066511,-77.15861,CALLAO
Manolo Cevicheria,Seafood Restaurant,-12.074418826030392,-77.16453819970073,CALLAO
Obelisco,Plaza,-12.052350575869358,-77.13422215876408,CALLAO
Chifa Kaming,Asian Restaurant,-12.060262358604943,-77.13777450537326,CALLAO
Circolo Canottieri,Harbor / Marina,-12.068157602183271,-77.15982399569117,CALLAO
Restaurante El Comedor,Restaurant,-12.059901,-77.146636,CALLAO
Bembos,Fast Food Restaurant,-12.060471833988517,-77.13168080484331,CALLAO
Mercado Central del Callao,Farmers Market,-12.061122752513786,-77.13826144521207,CALLAO
La Cafetería - La Punta,Café,-12.071018,-77.161521,CALLAO
Mirador de La Ribera Cevicheria,Seafood Restaurant,-12.0631087939882,-77.15313600304698,CALLAO
Tottus,Supermarket,-12.060298758839512,-77.14157730459527,CALLAO
Restaurante Rosalia,Seafood Restaurant,-12.055223466620001,-77.135521162227,CALLAO
Restaurant La Rana Verde,Seafood Restaurant,-12.066502065612607,-77.15864720097272,CALLAO
Donde Yolo,Peruvian Restaurant,-12.074421889115595,-77.16475171368499,CALLAO
Villa Deportiva Regional del Callao,Baseball Field,-12.062383122459543,-77.12108991263312,CALLAO
Mercado De La Punta,Convenience Store,-12.069443000547636,-77.16116558490197,CALLAO
Sr. Pescado,Seafood Restaurant,-12.071433510014282,-77.12245745045323,CALLAO
Las Delicias Del Tío charly,Burger Joint,-12.0726465,-77.16481194,CALLAO
El Tronco,Restaurant,-12.059784056689912,-77.13645275429714,CALLAO
Cancha Centro Naval,Soccer Stadium,-12.060616493225098,-77.14924621582031,CALLAO
El Mirador,Scenic Lookout,-12.07437110524106,-77.16542616545891,CALLAO
Plaza Vea,Supermarket,-12.059778159455007,-77.13164907891861,CALLAO
Playa La Ribera,Beach,-12.064975542202832,-77.15395662330623,CALLAO
En medio del mar,Pier,-12.057606094377203,-77.15283320032954,CALLAO
Playa Arrieta,Beach,-12.068366173188842,-77.15986003692048,CALLAO
Juanita,Restaurant,-12.074371375586159,-77.16360032061765,CALLAO
Plaza Gálvez,Plaza,-12.067785689427105,-77.15808511173736,CALLAO
Cerro Azul,Peruvian Restaurant,-12.073729966876076,-77.16451066472864,CALLAO
Av. La Marina,Moving Target,-12.06746204737981,-77.1591635504459,CALLAO
La Cabaña del Tío Tom,Seafood Restaurant,-12.074071567425051,-77.1646567316221,CALLAO
Plaza Guardia Chalaca,Plaza,-12.068006481925982,-77.1336579322815,CALLAO
Challwa  Pescados & Mariscos - La Punta Callao,Peruvian Restaurant,-12.073649976755068,-77.16512025462478,CALLAO
Yacht Club Perú,Harbor / Marina,-12.068338556322335,-77.16127546462045,CALLAO
Bodega Panchita,Grocery Store,-12.067922813833805,-77.13149879360553,CALLAO
Yatch Club Peruano,Harbor / Marina,-12.069180927034978,-77.13191874927524,CALLAO
Estadio Miguel Grau,Soccer Stadium,-12.059697,-77.11987,CALLAO
Texas Steakhouse La Punta,Restaurant,-12.072284,-77.162766,CALLAO
La Cincuenta,Seafood Restaurant,-12.073525,-77.164403,CALLAO
Domino's,Pizza Place,-12.073734905390276,-77.16470718383789,CALLAO
Brisas del mar,Seafood Restaurant,-12.074309158214662,-77.16438709967336,CALLAO
Restaurante Cevicheria Marina,Seafood Restaurant,-12.074312098275032,-77.16467916232452,CALLAO
Muelle Norte - APM Terminals,Boat or Ferry,-12.044177823717146,-77.13646934472284,CALLAO
plazaVea Súper,Supermarket,-12.068444944630652,-77.12058728174476,CALLAO
El Galleti Café - El Mirador La punta,Coffee Shop,-12.07474,-77.165985,CALLAO
FM-56,Boat or Ferry,-12.038554835367963,-77.14529244972664,CALLAO
FM-54,Boat or Ferry,-12.038491218899791,-77.14530037573563,CALLAO
Base Naval del Callao - BASNACA,Military Base,-12.03785155425229,-77.13861465454102,CALLAO
Restaurant Ah-Gusto,Seafood Restaurant,-12.067953058797562,-77.11981107434676,CALLAO
Nakamura Foods,Seafood Restaurant,-12.0701065,-77.11782,BELLAVISTA
Los reyes del Perú de Pilo,Peruvian Restaurant,-12.056379438977794,-77.10741302246346,BELLAVISTA
Cevicheria Picanteria El Gran Cherres,Fish & Chips Shop,-12.071367395116162,-77.11037129441326,BELLAVISTA
Nakamura Foods,Restaurant,-12.071388,-77.112276,BELLAVISTA
Nova Café,Bakery,-12.048259830169384,-77.10991855154187,BELLAVISTA
la casa de las cremoladas,Ice Cream Shop,-12.059870018432735,-77.10765636323907,BELLAVISTA
Zona Franca,Restaurant,-12.067667998877967,-77.1151362287446,BELLAVISTA
Starbucks,Coffee Shop,-12.048086,-77.111561,BELLAVISTA
Isla Del Paraiso,South American Restaurant,-12.072002452921264,-77.11046741747889,BELLAVISTA
Veterinaria Mundo Natura,Pet Store,-12.056646920754073,-77.11001166903422,BELLAVISTA
D' Carbón Pollos & Parrillas,BBQ Joint,-12.068036040350938,-77.11418824304968,BELLAVISTA
Chifa Wang Wha,Chinese Restaurant,-12.07356556815384,-77.111924592891,BELLAVISTA
Paris,Shopping Mall,-12.055815141046526,-77.10269337470831,BELLAVISTA
Minka,Shopping Mall,-12.048368646969562,-77.11084330108478,BELLAVISTA
Kyos Polleria Pizzeria,Fried Chicken Joint,-12.066623354760571,-77.10403672230255,BELLAVISTA
Resturant Turistico Sara Sara,Seafood Restaurant,-12.06559985478047,-77.10422341206024,BELLAVISTA
Hong Kong Market,Deli / Bodega,-12.048152973709442,-77.11263953165908,BELLAVISTA
Metro,Big Box Store,-12.04704,-77.112741,BELLAVISTA
McDonald's,Fast Food Restaurant,-12.048232839513865,-77.11150817031154,BELLAVISTA
Dunkin',Donut Shop,-12.048204400185805,-77.11068034661079,BELLAVISTA
El Puerto,Seafood Restaurant,-12.066933878934607,-77.10413950819441,BELLAVISTA
El Tablón,BBQ Joint,-12.047112,-77.11184,BELLAVISTA
Muelle Grau,Harbor / Marina,-12.058703621863902,-77.14924140748816,BELLAVISTA
Marina Yatch Club Callao,Harbor / Marina,-12.065925531466503,-77.15013825958461,BELLAVISTA
El Parque Chancay,Park,-12.042643148602503,-77.12016710721869,BELLAVISTA
Estación de Servicio Repsol,Gas Station,-12.03853259299385,-77.12718504716187,BELLAVISTA
4HEADS SAC,Dry Cleaner,-12.042531349319962,-77.11372286319465,BELLAVISTA
Parque del Delfin,Park,-12.066226540817778,-77.15575969503817,BELLAVISTA
Donna Pizza,Pizza Place,-12.040332465631879,-77.08890426515573,CARMEN DE LA LEGUA REYNOSO
Fábula,Coffee Shop,-12.047832357782791,-77.09707999910354,CARMEN DE LA LEGUA REYNOSO
Chifa Wong Kog,Chinese Restaurant,-12.051833961685311,-77.08774650994724,CARMEN DE LA LEGUA REYNOSO
Trainers Gym Club,Gym,-12.03037077040287,-77.09079175397625,CARMEN DE LA LEGUA REYNOSO
La Boutique de las Pastas,Italian Restaurant,-12.052864095440809,-77.0936634310482,CARMEN DE LA LEGUA REYNOSO
Pepper's chicken,BBQ Joint,-12.024833680785186,-77.08455685731441,CARMEN DE LA LEGUA REYNOSO
El Arrayan,Restaurant,-12.056653214150156,-77.09600703180082,CARMEN DE LA LEGUA REYNOSO
Pq Quiñones,Park,-12.053383457163644,-77.09041045425798,CARMEN DE LA LEGUA REYNOSO
El Cebiche Del Rey,Seafood Restaurant,-12.052409238922055,-77.09333347577903,CARMEN DE LA LEGUA REYNOSO
Chelo's,Breakfast Spot,-12.056064700033346,-77.09580250341958,CARMEN DE LA LEGUA REYNOSO
El Grifo,Peruvian Restaurant,-12.050224049709993,-77.07666794336821,CARMEN DE LA LEGUA REYNOSO
Colonial Restaurant Cebichería,Seafood Restaurant,-12.049829242906924,-77.07456635447167,CARMEN DE LA LEGUA REYNOSO
La Lucha Sanguchería Criolla,Sandwich Place,-12.022179431067283,-77.1088907683676,CARMEN DE LA LEGUA REYNOSO
Holiday Inn Lima Airport,Hotel,-12.0219356,-77.104956,CARMEN DE LA LEGUA REYNOSO
Saysi,Burger Joint,-12.014841275130498,-77.10147800562889,CARMEN DE LA LEGUA REYNOSO
Taro,Coffee Shop,-12.015671100056903,-77.09555271125085,CARMEN DE LA LEGUA REYNOSO
Chifa Costa Sur,Asian Restaurant,-12.054617881774902,-77.0956039428711,CARMEN DE LA LEGUA REYNOSO
D' Nina,Coffee Shop,-12.05275498191096,-77.07721969222634,CARMEN DE LA LEGUA REYNOSO
Parque Lucho Barrios,Park,-12.0305510314853,-77.09697180122839,CARMEN DE LA LEGUA REYNOSO
Viena - Cafeteria,Coffee Shop,-12.056278204385228,-77.09755040842792,CARMEN DE LA LEGUA REYNOSO
Dulcería Victor's,Diner,-12.052152133744482,-77.06667454127215,CARMEN DE LA LEGUA REYNOSO
Hotel Limaq,Hotel,-12.056401435107004,-77.09740162194096,CARMEN DE LA LEGUA REYNOSO
República 100% Casero,Peruvian Restaurant,-12.056584557556045,-77.1020936175089,CARMEN DE LA LEGUA REYNOSO
Tanta,Peruvian Restaurant,-12.021926560490238,-77.10824379931722,CARMEN DE LA LEGUA REYNOSO
Trattoria Pulcinella,Italian Restaurant,-12.054657794058967,-77.0709537418323,CARMEN DE LA LEGUA REYNOSO
Starbucks,Coffee Shop,-12.055418519975339,-77.1025335012381,CARMEN DE LA LEGUA REYNOSO
Chifa Real,Chinese Restaurant,-12.030221363044996,-77.09046328291905,CARMEN DE LA LEGUA REYNOSO
Rokys,BBQ Joint,-12.018854542914907,-77.09993737779622,CARMEN DE LA LEGUA REYNOSO
Javier Alfredo's Barbacoa,Restaurant,-12.016541737367973,-77.09791301774038,CARMEN DE LA LEGUA REYNOSO
Chepita Royal - San Germán,Latin American Restaurant,-12.01812759667675,-77.07423850100858,CARMEN DE LA LEGUA REYNOSO
LAP,Airport,-12.023348236732113,-77.10790446738494,CARMEN DE LA LEGUA REYNOSO
Cinemark,Movie Theater,-12.056540943863906,-77.10195445579781,CARMEN DE LA LEGUA REYNOSO
Cevicheria Tipo's,Seafood Restaurant,-12.06177702584462,-77.09645288976559,CARMEN DE LA LEGUA REYNOSO
Pardos Chicken,Fried Chicken Joint,-12.054911974789801,-77.10245598798845,CARMEN DE LA LEGUA REYNOSO
Cebichería Papo's,Seafood Restaurant,-12.030870546495759,-77.07466546172218,CARMEN DE LA LEGUA REYNOSO
Doña Herminia,Pizza Place,-12.053079380295054,-77.07732468685153,CARMEN DE LA LEGUA REYNOSO
K'rboncito,Fried Chicken Joint,-12.054498073060016,-77.07754623731836,CARMEN DE LA LEGUA REYNOSO
Pardos Chicken,Fried Chicken Joint,-12.022275065406003,-77.10896264366643,CARMEN DE LA LEGUA REYNOSO
Centro Aéreo Comercial,Post Office,-12.023421103472574,-77.10478574094037,CARMEN DE LA LEGUA REYNOSO
La 9,Soccer Field,-12.061852447697593,-77.08910659016323,CARMEN DE LA LEGUA REYNOSO
Chifa Jin Tai,Cantonese Restaurant,-12.054288842074708,-77.09560890956394,CARMEN DE LA LEGUA REYNOSO
La Nacional,Restaurant,-12.025143773381373,-77.10789727139287,CARMEN DE LA LEGUA REYNOSO
La Leña,Restaurant,-12.050007960581922,-77.07574490601104,CARMEN DE LA LEGUA REYNOSO
Sky Room - UNMSM,Beer Garden,-12.057664610407079,-77.07860224779662,CARMEN DE LA LEGUA REYNOSO
Pinkberry,Ice Cream Shop,-12.022136583856058,-77.1084120358357,CARMEN DE LA LEGUA REYNOSO
Delicass,Cafeteria,-12.022197306078988,-77.10835066566989,CARMEN DE LA LEGUA REYNOSO
Juan Valdez Café,Coffee Shop,-12.056060782669311,-77.10221584213316,CARMEN DE LA LEGUA REYNOSO
Azu Maki Sushi & Rolls,Sushi Restaurant,-12.015860721641191,-77.10116895406337,CARMEN DE LA LEGUA REYNOSO
Mi Fruta,Juice Bar,-12.05618488741686,-77.102109859793,CARMEN DE LA LEGUA REYNOSO
Cinnabon,Bakery,-12.056191406925029,-77.10226164251883,CARMEN DE LA LEGUA REYNOSO
Chifa Wan Wha,Chinese Restaurant,-12.05421223625252,-77.09742972066785,CARMEN DE LA LEGUA REYNOSO
Pepper's,Fried Chicken Joint,-12.03116951664513,-77.08288012278676,CARMEN DE LA LEGUA REYNOSO
Parque Augusto Gonzales Olaechea,Park,-12.05448576402751,-77.07278141555898,CARMEN DE LA LEGUA REYNOSO
Gelarti,Ice Cream Shop,-12.05611781554071,-77.1022639157614,CARMEN DE LA LEGUA REYNOSO
Restaurant Los Cipreces,Peruvian Restaurant,-12.05000692342271,-77.07426851951891,CARMEN DE LA LEGUA REYNOSO
Chifa Yue Hao,Chinese Restaurant,-12.057687,-77.096924,CARMEN DE LA LEGUA REYNOSO
Dunkin',Donut Shop,-12.04260723148178,-77.09792987690544,CARMEN DE LA LEGUA REYNOSO
Kumar,Seafood Restaurant,-12.051608477385937,-77.08719340567224,CARMEN DE LA LEGUA REYNOSO
Pikeos Cafe,Café,-12.02267800299265,-77.10814504549893,CARMEN DE LA LEGUA REYNOSO
Wang & Hnos,Chinese Restaurant,-12.055376333689978,-77.10244426909793,CARMEN DE LA LEGUA REYNOSO
TGI Friday’s,American Restaurant,-12.02434716397409,-77.10838772222264,CARMEN DE LA LEGUA REYNOSO
Chicharroneria San Jose,Peruvian Restaurant,-12.052973845039462,-77.09419794926427,CARMEN DE LA LEGUA REYNOSO
Wualá,Peruvian Restaurant,-12.050988355439303,-77.08741664886475,CARMEN DE LA LEGUA REYNOSO
Páprika Restaurant,Restaurant,-12.022894379202123,-77.1070105031841,CARMEN DE LA LEGUA REYNOSO
Dunkin',Donut Shop,-12.063116760647393,-77.09666670861083,CARMEN DE LA LEGUA REYNOSO
El Salon by Newrest,Airport Lounge,-12.022540535229739,-77.10924507025297,CARMEN DE LA LEGUA REYNOSO
Curupira Rock Bar,Bar,-12.041027349732238,-77.09776690487726,CARMEN DE LA LEGUA REYNOSO
El Vaquerito,Fried Chicken Joint,-12.054775298472352,-77.06999571870264,CARMEN DE LA LEGUA REYNOSO
Haytu,Japanese Restaurant,-12.022620330407383,-77.10879610123453,CARMEN DE LA LEGUA REYNOSO
Chifa MiCielo,Asian Restaurant,-12.0166,-77.092521,CARMEN DE LA LEGUA REYNOSO
Alameda de los Misioneros,Park,-12.01553827821325,-77.10109373827123,CARMEN DE LA LEGUA REYNOSO
Persepolis,Pub,-12.030768091831357,-77.07570182213739,CARMEN DE LA LEGUA REYNOSO
Chifa Len Xing,Chinese Restaurant,-12.057154547720893,-77.09645339228985,CARMEN DE LA LEGUA REYNOSO
KFC,Fast Food Restaurant,-12.03172611188924,-77.06842833745506,CARMEN DE LA LEGUA REYNOSO
Relax & Spa,Spa,-12.022128,-77.108381,CARMEN DE LA LEGUA REYNOSO
WONGKOK,Cantonese Restaurant,-12.051845252995362,-77.08770166303937,CARMEN DE LA LEGUA REYNOSO
plazaVea,Supermarket,-12.051975121406974,-77.09252319754229,CARMEN DE LA LEGUA REYNOSO
Gelateria Laritza D',Ice Cream Shop,-12.056003693374928,-77.10157140103097,CARMEN DE LA LEGUA REYNOSO
Mercado Moderno Los Cipreses,Department Store,-12.054417,-77.078112,CARMEN DE LA LEGUA REYNOSO
Saga Falabella,Department Store,-12.055873871572938,-77.10101006373169,CARMEN DE LA LEGUA REYNOSO
Dunkin',Donut Shop,-12.022322231900539,-77.10891185210578,CARMEN DE LA LEGUA REYNOSO
Control de seguridad,Airport Service,-12.02290632157907,-77.1089171437504,CARMEN DE LA LEGUA REYNOSO
Comborey,Chinese Restaurant,-12.052851293529018,-77.09428824224943,CARMEN DE LA LEGUA REYNOSO
Pizza Hut,Pizza Place,-12.056518713213878,-77.10212773525858,CARMEN DE LA LEGUA REYNOSO
Aeropuerto Internacional Jorge Chávez (LIM) (Aeropuerto Internacional Jorge Chávez),Airport,-12.022529370365978,-77.1080955218622,CARMEN DE LA LEGUA REYNOSO
"Polleria ""El Rey Dorado""",Fried Chicken Joint,-12.032734569657089,-77.09210208442055,CARMEN DE LA LEGUA REYNOSO
Britt Shop Perú (Food Court),Souvenir Shop,-12.022352726527803,-77.10889205726023,CARMEN DE LA LEGUA REYNOSO
Pollos a la Brasa El Parral,Restaurant,-12.031733852635751,-77.06918718369239,CARMEN DE LA LEGUA REYNOSO
Popeyes Louisiana Kitchen,Fried Chicken Joint,-12.05670446226064,-77.10207153999924,CARMEN DE LA LEGUA REYNOSO
Mundo Lights San Marcos,Salad Place,-12.056826468273348,-77.07990357992665,CARMEN DE LA LEGUA REYNOSO
La Vaca Jacinta,Ice Cream Shop,-12.070695832077737,-77.10230746623257,LA PERLA
Ohana,Sandwich Place,-12.069945390983836,-77.098266332284,LA PERLA
Cancha La #10,Soccer Stadium,-12.072339751056356,-77.10342583841854,LA PERLA
El Chef y el Mar,Seafood Restaurant,-12.074156471245228,-77.09243955508173,LA PERLA
Panadería Señó José,Bakery,-12.066296406464813,-77.09797124398621,LA PERLA
Mr. Tack,Mexican Restaurant,-12.075099616427625,-77.09238382002516,LA PERLA
"El Chalaquito, chicharronería",Sandwich Place,-12.07681735211462,-77.08820455517322,LA PERLA
Sandunga Sangucheria,Sandwich Place,-12.08016342344731,-77.09466436566915,LA PERLA
"Anticuchos  ""La Norteña""",Restaurant,-12.07480803869384,-77.08972713209944,LA PERLA
Shoku Ramen Bar,Ramen Restaurant,-12.070388,-77.092282,LA PERLA
Mi Propiedad Privada,Seafood Restaurant,-12.08707,-77.09292,LA PERLA
Edo Sushi Bar,Japanese Restaurant,-12.077071479230613,-77.08518736566076,LA PERLA
Crossfit Ramus - San Miguel,Gymnastics Gym,-12.075597075889776,-77.09110834781639,LA PERLA
Parque Chicama,Park,-12.077011419158007,-77.10374614742611,LA PERLA
T.G.I. Friday's,American Restaurant,-12.078503118570273,-77.08762447412778,LA PERLA
La Lucha Sanguchería Criolla,Sandwich Place,-12.076277907181153,-77.08276219586955,LA PERLA
Importaciones Hiraoka,Electronics Store,-12.077226542330697,-77.09277452011283,LA PERLA
Starbucks,Coffee Shop,-12.078726334096789,-77.08771362578378,LA PERLA
Madam Tusan,Food & Drink Shop,-12.076034,-77.08294,LA PERLA
Papa John's,Pizza Place,-12.077659186824274,-77.08738020998383,LA PERLA
Waka Grill & Drinks,BBQ Joint,-12.08184314890378,-77.08862516170596,LA PERLA
Montalvo Salón & Spa,Salon / Barbershop,-12.075507478630556,-77.08287494843691,LA PERLA
Tacita de Café,Cafeteria,-12.074858697633077,-77.08761162511954,LA PERLA
Tanta,Peruvian Restaurant,-12.076263372751317,-77.08282072258177,LA PERLA
Pardos Chicken,Fried Chicken Joint,-12.077594219502306,-77.08579931856464,LA PERLA
Segundo Muelle,Seafood Restaurant,-12.07623924753468,-77.08282192499144,LA PERLA
La Bistecca,Restaurant,-12.076286284770347,-77.08275932159157,LA PERLA
T.G.I. Fridays,American Restaurant,-12.07601,-77.084234,LA PERLA
Cevicheria Piscis,Seafood Restaurant,-12.080202405720893,-77.08768597340476,LA PERLA
Los Faroles,Seafood Restaurant,-12.074882573013348,-77.08266958186826,LA PERLA
El Ronco 294,Seafood Restaurant,-12.066923706182527,-77.10842186419151,LA PERLA
Restaurante  Sara Sara,Seafood Restaurant,-12.061581657882385,-77.09737914295472,LA PERLA
Small Friends,Veterinarian,-12.064799001623479,-77.10424564654431,LA PERLA
Mis Costillitas,BBQ Joint,-12.056290360341361,-77.1022797337727,LA PERLA
Mallplaza Bellavista,Shopping Mall,-12.055665610220908,-77.10218955001342,LA PERLA
KFC,Fast Food Restaurant,-12.056543828561015,-77.10213432268662,LA PERLA
Sumito Sushi & Makis,Sushi Restaurant,-12.054986475228292,-77.1025352941652,LA PERLA
Mercado la Marina,Market,-12.066922348575181,-77.11483698831982,LA PERLA
La Chalaca,Soccer Field,-12.067839799374173,-77.11658714568586,LA PERLA
Evolution Training,Gym / Fitness Center,-12.055230695053563,-77.10347804624395,LA PERLA
Corralito,American Restaurant,-12.068587720677048,-77.11353092529868,LA PERLA
Gold's Gym,Gym,-12.048837171357567,-77.11131496679842,LA PERLA
Isla Palomino,Harbor / Marina,-12.072190522091573,-77.17541196727018,LA PUNTA
Restaurante El Camotal,Seafood Restaurant,-12.074249333254569,-77.16398800888021,LA PUNTA
Plaza Gálvez,Plaza,-12.070530112945544,-77.1614214998539,LA PUNTA
"Club de Regatas ""Lima""",Harbor / Marina,-12.069345688848914,-77.16262487949504,LA PUNTA
Saenz peña,BBQ Joint,-12.058876763610744,-77.14341849962587,LA PUNTA
Chifa Imperial,Asian Restaurant,-11.874347370584546,-77.12649320169741,VENTANILLA
Gigios,Burger Joint,-11.887313523970562,-77.1255869534274,VENTANILLA
"Mercado ""Señor de los Milagros""",Farmers Market,-11.88042388100844,-77.127159322956,VENTANILLA
Parque de la 10,Park,-11.872231,-77.121609,VENTANILLA
Mercado Nuestra Señora de las Mercedes,Shopping Mall,-11.857486432675199,-77.1236452460289,VENTANILLA
Hiperbodega Precio Uno,Big Box Store,-11.831753,-77.114323,MI PERU
Ventanilla,Road,-11.871275550269564,-77.12427223504432,MI PERU
Roky's,Fried Chicken Joint,-11.873406923968778,-77.12730056038713,MI PERU
Mass Ventanilla 1,Convenience Store,-11.876647,-77.12914,MI PERU
Plaza Cívica Ventanilla,Park,-11.878203559191558,-77.12753653056892,MI PERU
"Mini Market ""Ochoa""",Deli / Bodega,-11.88042528184547,-77.12701964289671,MI PERU
Óvalo de Zapallal,Plaza,-11.84303818638173,-77.10131585597992,MI PERU
Plaza Mayor de Lima,Plaza,-12.045983435883832,-77.03056454658508,LIMA
Convento Santo Domingo,Monastery,-12.044084984992024,-77.03143696942611,LIMA
Palacio de Torre Tagle,Historic Site,-12.048609891879085,-77.02945698319088,LIMA
Teatro Municipal de Lima,Theater,-12.045770184962688,-77.03483851049384,LIMA
Casa Bernardo O'Higgins,Art Gallery,-12.047587570999415,-77.0324979372402,LIMA
Casa de la Literatura Peruana,Museum,-12.044254009060415,-77.02862817955462,LIMA
Churros San Francisco,Bakery,-12.0459255,-77.0284232,LIMA
Mi Tercer Lugar,Beer Bar,-12.04970052853744,-77.0325096425908,LIMA
Palacio Municipal de Lima,City Hall,-12.04528268969419,-77.03091728069478,LIMA
Museo Catacumbas de San Francisco,Historic Site,-12.045422090370744,-77.02763683080936,LIMA
Centro Cultural Inca Garcilaso,Art Gallery,-12.048743064593836,-77.0290327304798,LIMA
Pastelería y Panadería Huérfanos,Bakery,-12.051815752830832,-77.0311480902043,LIMA
Antigua Bodega Sanguchería Antonio Carbone,Sandwich Place,-12.046873344078284,-77.03488342881073,LIMA
Urban Hall,Shopping Mall,-12.048746435175268,-77.03170312919768,LIMA
Galería Municipal Pancho Fierro,Art Gallery,-12.04549511481313,-77.0313406087356,LIMA
Panaderia Las Nazarenas,Bakery,-12.04661109901895,-77.036091430428,LIMA
Chifa Kong,Chinese Restaurant,-12.051862,-77.024901,LIMA
Chicharroneria TOBI,Sandwich Place,-12.04126691749699,-77.02932673344323,LIMA
Olamo Terraza,South American Restaurant,-12.04648,-77.030799,LIMA
Museo del Banco Central de Reserva,History Museum,-12.048314503577664,-77.02999565644848,LIMA
Conservatorio Nacional de Música,Music School,-12.048239576152413,-77.03123882734623,LIMA
Bar Cordano,Bar,-12.044844101069689,-77.02889781349182,LIMA
Plaza San Martín,Plaza,-12.051638883203283,-77.0345503091812,LIMA
Bagueteria y Pasteleria Jimmy's,Bakery,-12.048631,-77.027323,LIMA
Aramis Salon & Spa,Salon / Barbershop,-12.05654744680454,-77.03764269781571,LIMA
La Paila Marina del Centro Histórico,Seafood Restaurant,-12.04490344452176,-77.02693747931335,LIMA
Escuela Nacional Superior Autónoma de Bellas Artes del Perú,College Academic Building,-12.046799028760557,-77.02397410477091,LIMA
Al Sazón de Walter,Restaurant,-12.047799,-77.03324,LIMA
Rincón Cervecero,Beer Bar,-12.052953559307621,-77.03551207043819,LIMA
Entre Peras & Manzanas,Sandwich Place,-12.048512036466034,-77.03124724423087,LIMA
Tanta,Peruvian Restaurant,-12.045269146002658,-77.03149000547768,LIMA
Wa Lok,Chinese Restaurant,-12.052227067876895,-77.0250852299218,LIMA
El Chinito,Sandwich Place,-12.049278672491807,-77.04083690115709,LIMA
Queirolo Restaurant & Bar,Bar,-12.051349930214052,-77.03655788229221,LIMA
Starbucks,Coffee Shop,-12.04700115941293,-77.03204711910038,LIMA
Libreria El virrey,Bookstore,-12.044967213026485,-77.0313402338677,LIMA
Centro De Lima,Plaza,-12.054907195891527,-77.03365119422165,LIMA
Estadio,Pub,-12.052926030015577,-77.03570354797994,LIMA
Farmacia Universal,Pharmacy,-12.044827391582128,-77.04038188106414,LIMA
Bar de Hotel Maury,Hotel Bar,-12.04773026462358,-77.03093151237817,LIMA
Lima Café - Peruvian Pastry & Coffee,Café,-12.04919721719519,-77.03212130382099,LIMA
Pinkberry,Frozen Yogurt Shop,-12.056330102386749,-77.03694773652458,LIMA
